Article 11-2 (3) shall apply mutatis mutandis to the publication referred to in paragraph (1).|제1항에 따른 공시에 관하여는 제11조의2(대규모내부거래의 이사회 의결 및 공시)제3항을 준용한다.
Except as otherwise expressly provided for in paragraph (2), matters necessary regarding the time, methods and procedures for publication under paragraph (1) shall be prescribed by Presidential Decree.|제1항에 따른 공시의 시기·방법 및 절차에 관하여 제2항에 규정된 것 외에 필요한 사항은 대통령령으로 정한다.
In cases where any company (in cases where a corporate combination that falls under subparagraph 3 is performed, such corporate combination shall be limited to a large-scale company; hereafter referred to as "company liable to report corporate combination"in this Article) whose total amount of assets or scale of the sales amount falls under the standards set by Presidential Decree or the specially related person conducts corporate combination falling under any of subparagraphs 1 through 4 with another company (hereafter referred to as "counterpart company"in this Article) whose total amount of assets or scale of the sales amount falls under the standards set by Presidential Decree, or a company liable to report corporate combination or the specially related person thereof conducts corporate combination referred to in subparagraph 5 in association with the counterpart company or the specially related person thereof, it or he/she shall report to the Fair Trade Commission, as prescribed by Presidential Decree. The same shall apply where a company that falls under the scale of the counterpart company, other than the company liable to report corporate combination, or the specially related person thereof conducts corporate combination falling under any of subparagraphs 1 through 4 with a company liable to report corporate combination, or a company that falls under the scale of the counterpart company, other than the company liable to report corporate combination, or the specially related person thereof conducts corporate combination in subparagraph 5 in association with a company liable to report corporate combination or the specially related person thereof: <Amended by Act No. 7315, Dec. 31, 2004; Act No. 8382, Apr. 13, 2007; Act No. 8631, Aug. 3, 2007>|자산총액 또는 매출액의 규모가 대통령령이 정하는 기준에 해당하는 회사(제3호에 해당하는 기업결합을 하는 경우에는 대규모회사에 한하며, 이하 이 조에서 "기업결합신고대상회사"라 한다) 또는 그 특수관계인이 자산총액 또는 매출액의 규모가 대통령령이 정하는 기준에 해당하는 다른 회사(이하 이 조에서 "상대회사"라 한다)에 대하여 제1호부터 제4호까지의 어느 하나에 해당하는 기업결합을 하거나 기업결합신고대상회사 또는 그 특수관계인이 상대회사 또는 그 특수관계인과 공동으로 제5호의 기업결합을 하는 경우에는 대통령령이 정하는 바에 따라 공정거래위원회에 신고하여야 한다. 기업결합신고대상회사 외의 회사로서 상대회사의 규모에 해당하는 회사 또는 그 특수관계인이 기업결합신고대상회사에 대하여 제1호부터 제4호까지의 어느 하나에 해당하는 기업결합을 하거나 기업결합신고대상회사 외의 회사로서 상대회사의 규모에 해당하는 회사 또는 그 특수관계인이 기업결합신고대상회사 또는 그 특수관계인과 공동으로 제5호의 기업결합을 하는 경우에도 또한 같다. <개정 2004.12.31, 2007.4.13, 2007.8.3>
The total amount of assets or the scale of the sales amount of the company liable to report corporate combination or of the counterpart company referred to in paragraph (1) means the scale of the aggregate of the total amount of assets or the sales amount of the company that continues to maintain the status of an affiliated company from the date on which the corporate combination is performed after the date on which the corporate combination is performed: Provided, That in cases of business acquisition or transfer under Article 7 (1) 4, the total amount of assets or the scale of sales amount of the company that transfers its business (including the business rent, the management delegation and the transfer of operating assets) means the scale that does not add up the total amount of assets or sales amount of its affiliates. <Newly Inserted by Act No. 7315, Dec. 31, 2004>|제1항에 규정된 기업결합신고대상회사 및 상대회사의 자산총액 또는 매출액의 규모는 각각 기업결합일 전부터 기업결합일 후까지 계속하여 계열회사의 지위를 유지하고 있는 회사의 자산총액 또는 매출액을 합산한 규모를 말한다. 다만, 제7조(기업결합의 제한)제1항제4호의 규정에 의한 영업양수의 경우에 영업을 양도(영업의 임대, 경영의 위임 및 영업용고정자산의 양도를 포함한다)하는 회사의 자산총액 또는 매출액의 규모는 계열회사의 자산총액 또는 매출액을 합산하지 아니한 규모를 말한다. <신설 2004.12.31>
Notwithstanding paragraph (1), it shall be excluded from one liable to report, where it falls under any of the following subparagraphs: <Newly Inserted by Act No. 6371, Jan. 16, 2001; Act No. 6651, Jan. 26, 2002; Act No. 6705, Aug. 26. 2002; Act No. 7315, Dec. 31, 2004; ; Act No. 8631, Aug. 3, 2007; Act No. 8635, Aug. 3, 2007>|제1항에 불구하고 다음 각 호의 어느 하나에 해당하는 경우에는 신고대상에서 제외한다. <신설 2001.1.16, 2002.1.26, 2002.8.26, 2004.12.31, 2007.8.3>
The provisions of paragraph (1) shall not apply where the head of the relevant central administrative agency has had a prior consultation with the Fair Trade Commission with regard to the relevant combination of enterprises under other relevant Acts.|제1항의 규정은 관계중앙행정기관의 장이 다른 법률의 규정에 의하여 미리 당해기업결합에 관하여 공정거래위원회와 협의한 경우에는 이를 적용하지 아니한다.
In calculating the rate of holding or acquisition of stocks or deciding who is to be the largest investor, pursuant to paragraph (1) 1, 2 or 5, stocks owned by a person with a special relationship to the relevant company shall be added up. <Amended by Act No. 7315, Dec. 31, 2004; Act No. 8631, Aug. 3, 2007>|제1항제1호·제2호 또는 제5호의 규정에 의한 주식의 소유 또는 인수의 비율을 산정하거나 최다출자자가 되는지 여부를 판단함에 있어서는 당해회사의 특수관계인이 소유하고 있는 주식을 합산한다. <개정 2004.12.31, 2007.8.3>
Reports on the combination of enterprises under paragraph (1) shall be made within 30 days after the date of such combination: Provided, That if at least one company are large-scale companies among companies involved in a corporate combination referred to in paragraph (1) 1, 2, 4 or 5 (excluding cases prescribed by Presidential Decree), a report shall be filed on such corporate combination within a period from the date set by Presidential Decree, such as the date on which a merger contract is concluded, to a date prior to the date of the corporate combination. <Amended by Act No. 5813, Feb. 5, 1999; Act No. 7315, Dec. 31, 2004; Act No. 9554, Mar. 25, 2009>|제1항의 규정에 의한 기업결합의 신고는 당해 기업결합일부터 30일 이내에 이를 하여야 한다. 다만, 제1항제1호·제2호·제4호 또는 제5호의 규정에 의한 기업결합(대통령령으로 정하는 경우는 제외한다)으로서 기업결합의 당사회사 중 1 이상의 회사가 대규모회사인 경우에는 합병계약을 체결한 날 등 대통령령이 정하는 날부터 기업결합일 전까지의 기간 내에 이를 신고하여야 한다. <개정 1999.2.5, 2004.12.31, 2009.3.25>
The Fair Trade Commission, upon the receipt of a report under paragraph (6), shall evaluate whether the report falls under Article 7 within 30 days from the date of reporting and then notify the relevant reporter of the outcomes thereof: Provided, That if the Fair Trade Commission deems necessary, the period may be extended up to 90 days that are reckoned from the date following the expiration of such 30-day period. <Newly Inserted by Act No. 11406, Mar. 21, 2012>|공정거래위원회는 제6항에 따라 신고를 받으면 신고일부터 30일 안에 제7조에 해당하는지를 심사하고, 그 결과를 해당 신고자에게 통지하여야 한다. 다만, 공정거래위원회가 필요하다고 인정할 경우에는 그 기간의 만료일 다음 날부터 계산하여 90일까지 그 기간을 연장할 수 있다. <신설 2012.3.21>
Any person liable to report under the proviso to paragraph (6) shall be prohibited from doing any act of holding stocks, having a merger registered and fulfilling any business acquisition by a transfer contract or subscription of stocks until before the receipt of the notification of the outcomes of the evaluation by the Fair Trade Commission under paragraph (7). <Amended by Act No. 7315, Dec. 31, 2004; Act No. 11406, Mar. 21, 2012>|제6항 단서의 규정에 따라 신고를 하여야 하는 자는 제7항에 따른 공정거래위원회의 심사결과를 통지받기 전까지 각각 주식소유, 합병등기, 영업양수계약의 이행행위 또는 주식인수행위를 하여서는 아니된다. <개정 2004.12.31, 2012.3.21>
Where a person intends to conduct corporate combinations under Article 7 (1), he/she may request the Fair Trade Commission to determine whether such combination may be categorized as one which practically suppresses competition even before the period of reporting under paragraph (6). <Amended by Act No. 5813, Feb. 5, 1999; Act No. 6371, Jan. 16, 2001; Act No. 7315, Dec. 31, 2004; Act No. 11406, Mar. 21, 2012>|제7조(기업결합의 제한)제1항에 규정된 기업결합을 하고자 하는 자는 제6항에 규정된 신고기간이전이라도 당해 행위가 경쟁을 실질적으로 제한하는 행위에 해당하는지 여부에 대하여 공정거래위원회에 심사를 요청할 수 있다. <개정 1999.2.5, 2001.1.16, 2004.12.31, 2012.3.21>
Upon a request for determination under paragraph (9), the Fair Trade Commission shall notify the requester of the outcomes thereof within 30 days: Provided, That the Fair Trade Commission may, if deemed necessary, extend such period by up to 90 days reckoned from the date following the expiration of such period. <Amended by Act No. 5813, Feb. 5, 1999; Act No. 6371, Jan. 16, 2001; Act No. 7315, Dec. 31, 2004; Act No. 11406, Mar. 21, 2012>|공정거래위원회는 제9항에 따라 심사를 요청받은 경우에는 30일이내에 그 심사결과를 요청한 자에게 통지하여야 한다. 다만, 공정거래위원회가 필요하다고 인정할 때에는 그 기간의 만료일 다음날부터 기산하여 90일의 범위안에서 그 기간을 연장할 수 있다. <개정 1999.2.5, 2001.1.16, 2004.12.31, 2012.3.21>
When two or more companies liable to file a report under paragraph (1) exist, these companies shall file the report jointly: Provided, That this shall not apply where the Fair Trade Commission has designated one of the companies belonging to an enterprise group comprising of the obligator to report as the agent responsible for filing the report (hereafter referred to as "agent" in this Article), as prescribed by Presidential Decree. <Amended by Act No. 11406, Mar. 21, 2012>|제1항의 규정에 의한 신고의무자가 2이상인 경우에는 공동으로 신고하여야 한다. 다만, 공정거래위원회가 대통령령이 정하는 바에 의하여 신고의무자가 소속된 기업집단에 속하는 회사중 하나의 회사를 기업결합신고대리인(이하 이 조에서 "대리인"이라 한다)으로 정하여 그 대리인이 신고한 경우에는 그러하지 아니하다. <개정 2012.3.21>
Any person who applies for approval, recommendation of permission for change, etc. (hereafter referred to as "approval, etc." in this Article) of establishment or merger, or change in the largest investor, etc. of any of the following corporations (hereafter referred to as "establishment, etc. of corporation" in this Article) may submit papers for report of combination of enterprises when applying for approval, etc. to an agency in charge of approval, etc. (including the Korea Communications Commission; hereafter the same shall apply in this Article) where the establishment, etc. of the corporation falls under the subject matter of reporting pursuant to Article 12 (1): <Amended by Act No. 9554, Mar. 25, 2009>|다음 각 호의 어느 하나에 해당하는 법인의 설립이나 합병 또는 최다액출자자 변경 등(이하 이 조에서 "법인설립등"이라 한다)에 관한 승인·변경허가추천 등(이하 이 조에서 "승인등"이라 한다)을 신청하는 자는 법인설립등이 제12조(기업결합의 신고)제1항에 따른 신고대상에 해당하는 경우에는 승인등의 주무관청(방송통신위원회를 포함한다. 이하 이 조에서 같다)에 승인등을 신청할 때 기업결합 신고서류를 함께 제출할 수 있다. <개정 2009.3.25>
When an applicant for approval, etc. submits papers for report on combination of enterprises to the agency in charge pursuant to para graph (1), the date when the papers were accepted by the agency in charge shall be deemed the date when report pursuant to Article 12 (1) was made.|승인등의 신청인이 제1항에 따라 주무관청에 기업결합 신고서류를 제출한 때에는 그 서류가 주무관청에 접수된 날을 제12조(기업결합의 신고)제1항에 따른 신고가 있은 날로 본다.
When the agency in charge has received papers on the report of combination of enterprises pursuant to paragraph (1), it shall promptly deliver the papers on the report of combination of enterprises to the Fair Trade Commission.|주무관청은 제1항에 따라 기업결합 신고서류를 제출받은 때에는 지체 없이 공정거래위원회에 기업결합 신고서류를 송부하여야 한다.
Those liable to report corporate combinations pursuant to the proviso to Article 12 (6) may submit papers on the approval, etc. of establishment, etc. of corporation altogether when they make a report on combination of enterprises to the Fair Trade Commission.|제12조(기업결합의 신고)제6항 단서에 따라 기업결합 신고를 하여야 하는 자는 공정거래위원회에 기업결합 신고를 하는 때에 법인설립등의 승인등에 관한 서류를 함께 제출할 수 있다.
When the Fair Trade Commission has received papers on the ap proval, etc. of establishment, etc. of corporation pursuant to paragraph (4), it shall promptly forward the papers on the approval, etc. of establishment, etc. corporation to the agency in charge.|공정거래위원회는 제4항에 따라 법인설립등의 승인등에 관한 서류를 제출받은 때에는 지체 없이 법인설립등의 승인등에 관한 서류를 주무관청에 송부하여야 한다.
Companies belonging to an enterprise group subject to the limitations on mutual investment or an enterprise group subject to the limitations on debt guarantees shall file to the Fair Trade Commission a report on the status of ownership of their stockholders, financial standing, and status of their ownership of other domestic companies' stocks, as prescribed by Presidential Decree. <Amended by Act No. 5235, Dec. 30, 1996; Act No. 6651, Jan. 26, 2002; Act No. 9554, Mar. 25, 2009>|상호출자제한기업집단 또는 채무보증제한기업집단에 속하는 회사는 대통령령이 정하는 바에 의하여 당해 회사의 주주의 주식소유현황·재무상황 및 다른 국내회사 주식의 소유현황을 공정거래위원회에 신고하여야 한다. <개정 1996.12.30, 2002.1.26, 2009.3.25>
Companies belonging to an enterprise group subject to the limitations on debt guarantees, shall file to the Fair Trade Commission a report on the status of debt guarantees issued in favor of domestic affiliated companies after obtaining confirmation from a domestic financial institution, as prescribed by Presidential Decree. <Newly Inserted by Act No. 4513, Dec. 8, 1992; Act No. 5235, Dec. 30, 1996; Act No. 6651, Jan. 26, 2002>|채무보증제한기업집단에 속하는 회사는 대통령령이 정하는 바에 의하여 국내계열회사에 대한 채무보증현황을 국내금융기관의 확인을 받아 공정거래위원회에 신고하여야 한다. <신설 1992.12.8, 1996.12.30, 2002.1.26>
The proviso to Article 12 (11) shall apply mutatis mutandis to reports referred to in paragraphs (1) and (2). <Amended by Act No. 5235, Dec. 30, 1996; Act No. 6371, Jan. 16, 2001; Act No. 7315, Dec. 31, 2004; Act No. 11406, Mar. 21, 2012>|제12조제11항 단서의 규정은 제1항 및 제2항의 신고에 관하여 이를 준용한다. <개정 1996.12.30, 2001.1.16. 2004.12.31, 2012.3.21>
Deleted. <by Act No. 5235, Dec. 30, 1996>|삭제 <1996.12.30>
The Fair Trade Commission shall designate an enterprise group subject to the limitations on mutual investment and an enterprise group subject to the limitations on debt guarantees (hereinafter referred to as "enterprise group subject to the limitations on mutual investment, etc."), as prescribed by Presidential Decree, and shall notify companies belonging to such group thereof. <Amended by Act No. 4513, Dec. 8, 1992; Act No. 6651, Jan. 26, 2002; Act No. 9554, Mar. 25, 2009>|공정거래위원회는 대통령령이 정하는 바에 의하여 상호출자제한기업집단 및 채무보증제한기업집단(이하 "상호출자제한기업집단등"이라 한다)을 지정하고 동기업집단에 속하는 회사에 이를 통지하여야 한다. <개정 1992.12.8, 2002.1.26, 2009.3.25>
The provisions of Articles 9, 10-2, 11 and 13 shall apply from the date of the receipt of notification referred to in paragraph (1). <Amended by Act No. 5235, Dec. 30, 1996; Act No. 5813, Feb. 5, 1999; Act No. 9554, Mar. 25, 2009>|제9조(상호출자의 금지 등), 제10조의2(계열회사에 대한 채무보증의 금지), 제11조(금융회사 또는 보험회사의 의결권 제한) 및 제13조(주식소유현황등의 신고)의 규정은 제1항의 규정에 의한 통지를 받은 날부터 적용한다. <개정 1996.12.30, 1999.2.5, 2009.3.25>
Notwithstanding the provisions of paragraph (2), where a company designated as an enterprise group subject to the limitations on mutual investment, etc. pursuant to paragraph (1) and notified as a company belonging to an enterprise group subject to the limitations on mutual investment, etc., or a company incorporated as an affiliated company into an enterprise group subject to the limitations on mutual investment, etc. pursuant to Article 14-2 (1) and notified as a company belonging to an enterprise group subject to the limitations on mutual investment, etc., is in violation of Article 9 (1) or (3), or 10-2 (1) at the time of receiving such notice, such violation shall be dealt with according to the following classification: <Amended by Act No. 6043, Dec. 28, 1999; Act No. 6371, Jan. 16, 2001; Act No. 6651, Jan. 26, 2002; Act No. 7428, Mar. 31, 2005; Act No. 9554, Mar. 25, 2009>|제2항의 규정에 불구하고 제1항의 규정에 의하여 상호출자제한기업집단등으로 지정되어 상호출자제한기업집단등에 속하는 회사로 통지를 받은 회사 또는 제14조의2(계열회사의 편입 및 제외등)제1항의 규정에 따라 상호출자제한기업집단등의 계열회사로 편입되어 상호출자제한기업집단등에 속하는 회사로 통지를 받은 회사가 통지받을 당시 제9조(상호출자의 금지 등)제1항·제3항 또는 제10조의2(계열회사에 대한 채무보증의 금지)제1항의 규정을 위반하고 있는 경우에는 다음 각호의 구분에 의한다. <개정 1999.12.28, 2001.1.16, 2002.1.26, 2005.3.31, 2009.3.25>
The Fair Trade Commission may request the submission of documents necessary for designating an enterprise group as referred to in paragraph (1) from a company or a person with a special relationship of the relevant company.|공정거래위원회는 회사 또는 당해회사의 특수관계인에 대하여 제1항의 기업집단의 지정을 위하여 필요한 자료의 제출을 요청할 수 있다.
Any company (excluding any company whose total amount of assets falls short of the amount set by Presidential Decree as of the end of the immediately preceding business year and which is under liquidation or has suspended its business for not less than one year) belonging to an enterprise group subject to the limitations on mutual investment, etc. shall undergo an audit by a certified public accountant, and the Fair Trade Commission shall use the balance sheet revised according to the opinions on audit by the certified public accountant. <Newly Inserted by Act No. 5528, Feb. 24, 1998; Act No. 6651, Jan. 26, 2002; Act No. 7315, Dec. 31, 2004>|상호출자제한기업집단등에 속하는 회사(직전 사업 연도말의 자산총액이 대통령령이 정하는 금액 미만인 회사로서 청산 중에 있거나 1년 이상 휴업 중인 회사를 제외한다)는 공인회계사의 회계감사를 받아야 하며, 공정거래위원회는 공인회계사의 감사의견에 따라 수정한 대차대조표를 사용하여야 한다. <신설 1998.2.24, 2002.1.26, 2004.12.31>
Where a company is to be incorporated in or excluded from affili ated companies of an enterprise group subject to the limitations on mutual investment, etc., the Fair Trade Commission shall, upon request by the company concerned (including a person with a special interest in the company; hereafter the same shall apply in this Article) or ex officio, determine whether the company may be categorized as an affiliated company of a large enterprise group, and either incorporate the company in the affiliated companies, or exclude it from the affiliated companies. <Amended by Act No. 6651, Jan. 26, 2002>|공정거래위원회는 상호출자제한기업집단등의 계열회사로 편입하거나 계열회사에서 제외하여야 할 사유가 발생한 경우에는 당해회사(당해회사의 특수관계인을 포함한다. 이하 이 조에서 같다)의 요청이나 직권으로 계열회사에 해당하는지 여부를 심사하여 계열회사로 편입하거나 계열회사에서 제외하여야 한다. <개정 2002.1.26>
Where the Fair Trade Commission deems it necessary for determination referred to in paragraph (1), it may request that the company concerned submit data, such as the composition of stockholders and directors, status of debt guarantees, financial standing, transaction data, and other related matters.|공정거래위원회는 제1항의 규정에 의한 심사를 위하여 필요하다고 인정하는 경우에는 당해회사에 대하여 주주 및 임원의 구성, 채무보증관계, 자금대차관계, 거래관계 기타 필요한 자료의 제출을 요청할 수 있다.
Upon request of determination referred to in paragraph (1), the Fair Trade Commission shall notify the requesting person of the results thereof within 30 days: Provided, That the Fair Trade Commission may, if deemed necessary, extend such period by up to 60 days.|공정거래위원회는 제1항의 규정에 의하여 심사를 요청받은 경우에는 30일이내에 그 심사결과를 요청한 자에게 통지하여야 한다. 다만, 공정거래위원회가 필요하다고 인정할 때에는 60일을 초과하지 아니하는 범위안에서 그 기간을 연장할 수 있다.
The Fair Trade Commission may make public the following information on companies belonging to an enterprise group subject to the limitations on mutual investment to prevent the excessive concentration of economic strength, enhance transparency in such enterprise group, etc.:|공정거래위원회는 과도한 경제력 집중을 방지하고 기업집단의 투명성 등을 제고하기 위하여 상호출자제한기업집단에 속하는 회사에 대한 다음 각 호의 정보를 공개할 수 있다.
The Fair Trade Commission may build and operate an information system to efficiently process and make public the information referred to in the subparagraphs of paragraph (1).|공정거래위원회는 제1항 각 호에 규정된 정보의 효율적 처리 및 공개를 위하여 정보시스템을 구축·운영할 수 있다.
With respect to the disclosure of information except for those provided for in paragraphs (1) and (2), the Official Information Disclosure Act shall apply.|제1항 및 제2항에 규정된 사항 외의 정보공개에 관하여는 「공공기관의 정보공개에 관한 법률」이 정하는 바에 따른다.
No one shall engage in any conduct to evade the application of Article 7 (1), 8-2 (2) through (5), 8-3, 9, 9-2, 10-2 (1), or 11. <Amended by Act No. 4513, Dec. 8, 1992; Act No. 5235, Dec. 30, 1996; Act No. 5528, Feb. 24, 1998; Act No. 5813, Feb. 5, 1999; Act No. 6043, Dec. 28, 1999; Act No. 6371, Jan. 16, 2001; Act No. 6651, Jan. 26, 2002; Act No. 7315, Dec. 31, 2004; Act No. 8631, Aug. 3, 2007; Act No. 9554, Mar. 25, 2009; Act No. 12334, Jan. 24, 2014>|누구든지 제7조(기업결합의 제한)제1항, 제8조의2(지주회사 등의 행위제한 등)제2항부터 제5항까지, 제8조의3(채무보증제한기업집단의 지주회사 설립제한), 제9조(상호출자의 금지 등), 제9조의2(순환출자의 금지), 제10조의2(계열회사에 대한 채무보증의 금지)제1항 또는 제11조(금융회사 또는 보험회사의 의결권 제한)의 규정의 적용을 면탈하려는 행위를 하여서는 아니된다. <개정 1992.12.8, 1996.12.30, 1998.2.24, 1999.2.5, 1999.12.28, 2001.1.16, 2002.1.26, 2004.12.31, 2007.8.3, 2009.3.25, 2014.1.24>
The categories of, and standards for unlawful practices referred to in paragraph (1) shall be determined by Presidential Decree. <Newly Inserted by Act No. 5235, Dec. 30, 1996>|제1항의 규정에 의한 탈법행위의 유형 및 기준은 대통령령으로 정한다. <신설 1996.12.30>
Where any company has violated or is likely to violate Article 7 (1), 8-2 (2) through (5), 8-3, 9, 9-2, 10-2 (1), 11, 11-2 through 11-4, or 15, the Fair Trade Commission may order such company [referring to a company (including a specially related person where it is impracticable to correct abuses due to restrictions on competition only by corrective measures to the company involved in the combination of enterprises or it is necessary to correct abuses due to restriction on competition in the field where the person specially related to the company involved in the combination of enterprises) involved in the combination of enterprises in cases of violation of Article 7 (1)] or violator to take any of the following corrective measures. In such cases, where the Fair Trade Commission issues an order, upon the report filed under the proviso to Article 12 (6), it shall do so within the period prescribed in Article 12 (7): <Amended by Act No. 5235, Dec. 30, 1996; Act No. 5528, Feb. 24, 1998; Act No. 5813, Feb. 5, 1999; Act No. 6043, Dec. 28, 1999; Act No. 6371, Jan. 16, 2001; Act No. 6651, Jan. 26, 2002; Act No. 7315, Dec. 31, 2004; Act No. 8631, Aug. 3, 2007; Act No. 9554, Mar. 25, 2009; Act No. 12334, Jan. 24, 2014>|공정거래위원회는 제7조(기업결합의 제한)제1항, 제8조의2(지주회사 등의 행위제한 등)제2항부터 제5항까지, 제8조의3(채무보증제한기업집단의 지주회사 설립제한), 제9조(상호출자의 금지 등), 제9조의2(순환출자의 금지), 제10조의2(계열회사에 대한 채무보증의 금지)제1항, 제11조(금융회사 또는 보험회사의 의결권 제한), 제11조의2(대규모내부거래의 이사회 의결 및 공시)부터 제11조의4(기업집단현황 등에 관한 공시)까지 또는 제15조(탈법행위의 금지)의 규정에 위반하거나 위반할 우려가 있는 행위가 있는 때에는 당해 사업자[제7조(기업결합의 제한)제1항을 위반한 경우에는 기업결합 당사회사(기업결합 당사회사에 대한 시정조치만으로는 경쟁제한으로 인한 폐해를 시정하기 어렵거나 기업결합 당사회사의 특수관계인이 사업을 영위하는 거래분야의 경쟁제한으로 인한 폐해를 시정할 필요가 있는 경우에는 그 특수관계인을 포함한다)를 말한다] 또는 위반행위자에 대하여 다음 각호의 1의 시정조치를 명할 수 있다. 이 경우 제12조(기업결합의 신고)제6항 단서의 규정에 의한 신고를 받아 행하는 때에는 동조제7항의 규정에 의한 기간내에 이를 하여야 한다. <개정 1996.12.30, 1998.2.24, 1999.2.5, 1999.12.28, 2001.1.16, 2002.1.26, 2004.12.31, 2007.8.3, 2009.3.25, 2014.1.24>
Where companies are merged or a company is established in violation of Article 7 (1), 8-3, or 12 (8), the Fair Trade Commission may file a lawsuit to nullify said merger or establishment of the relevant companies. <Amended by Act No. 5335, Dec. 30, 1996; Act No. 5813, Feb. 5, 1999; Act No. 6371, Jan. 16, 2001; Act No. 6651, Jan. 26, 2002; Act No. 7315, Dec. 31, 2004; Act No. 8631, Aug. 3, 2007; Act No. 11406, Mar. 21, 2012>|공정거래위원회는 제7조(기업결합의 제한)제1항, 제8조의3(채무보증제한기업집단의 지주회사 설립제한), 제12조제8항을 위반한 회사의 합병 또는 설립이 있는 때에는 당해 회사의 합병 또는 설립무효의 소를 제기할 수 있다. <개정 1996.12.30, 1999.2.5, 2001.1.16, 2002.1.26, 2004.12.31, 2007.8.3, 2012.3.21>
The Fair Trade Commission may prescribe and announce standards for taking corrective measures referred to in the subparagraphs of paragraph (1) for violations of Article 7 (1). <Newly Inserted by Act No. 8631, Aug. 3, 2007>|공정거래위원회는 제7조(기업결합의 제한)제1항을 위반하는 행위에 대하여 제1항 각 호의 시정조치를 부과하기 위한 기준을 정하여 고시할 수 있다. <신설 2007.8.3>
The Fair Trade Commission may impose a penalty surcharge on a company which has acquired or owned stocks in violation of Article 9 or 9-2 within the limits not exceeding the amount multiplied by ten percent of the acquisition value of stocks so acquired or owned. <Amended by Act No. 5235, Dec. 30, 1996; Act No. 5528, Feb. 24, 1998; Act No. 6043, Dec. 28, 1999; Act No. 9554, Mar. 25, 2009; Act No. 12334, Jan. 24, 2014>|공정거래위원회는 제9조(상호출자의 금지 등), 제9조의2(순환출자의 금지)를 위반하여 주식을 취득 또는 소유한 회사에 대하여 위반행위로 취득 또는 소유한 주식의 취득가액에 100분의 10을 곱한 금액을 초과하지 아니하는 범위안에서 과징금을 부과할 수 있다. <개정 1996.12.30, 1998.2.24, 1999.12.28, 2009.3.25, 2014.1.24>
The Fair Trade Commission may impose a penalty surcharge on a company which has guaranteed debt in violation of Article 10-2 (1) within the limits not exceeding the amount multiplied by ten percent of the amount of debt guarantees regarding the violation of relevant provisions. <Newly Inserted by Act No. 4513, Dec. 8, 1992; Act No. 5235, Dec. 30, 1996; Act No. 5528, Feb. 24, 1998; Act No. 6371, Jan. 16, 2001>|공정거래위원회는 제10조의2(계열회사에 대한 채무보증의 금지)제1항의 규정을 위반하여 채무보증을 한 회사에 대하여 당해법위반 채무보증액의 100분의 10을 곱한 금액을 초과하지 아니하는 범위안에서 과징금을 부과할 수 있다. <신설 1992.12.8, 1996.12.30, 1998.2.24, 2001.1.16>
Deleted. <by Act No. 5813, Feb. 5, 1999>|삭제 <1999.2.5>
The Fair Trade Commission may impose a penalty surcharge on anyone who violates any of Article 8-2 (2) through (5) within the limits not exceeding the amount multiplied by ten percent of the following amounts: <Amended by Act No. 7315, Dec. 31, 2004; Act No. 8382, Apr. 13, 2007; Act No. 8631, Aug. 3, 2007>|공정거래위원회는 제8조의2(지주회사 등의 행위제한 등)제2항 내지 제5항을 위반한 자에 대하여 다음 각 호의 금액에 100분의 10을 곱한 금액을 초과하지 아니하는 범위 안에서 과징금을 부과할 수 있다. <개정 2004.12.31, 2007.4.13, 2007.8.3>
The Fair Trade Commission may impose compulsory performance money on a person who fails to fulfill corrective measures within the specified period after he/she was subject to them pursuant to Article 16 in violation of Article 7 (1) within the limits not exceeding the amount obtained by multiplying 3/10,000 by the following amount per day: Provided, That the Fair Trade Commission may impose compulsory performance money on a person who made the combination of enterprises listed in Article 7 (1) 2 within the limits not exceeding two million won per day: <Amended by Act No. 8631, Aug. 3, 2007>|공정거래위원회는 제7조(기업결합의 제한)제1항을 위반하여 제16조(시정조치 등)에 따라 시정조치를 받은 후 그 정한 기간내에 이행을 하지 아니하는 자에 대하여 매 1일당 다음 각호의 금액에 1만분의 3을 곱한 금액을 초과하지 아니하는 범위안에서 이행강제금을 부과할 수 있다. 다만, 제7조(기업결합의 제한)제1항제2호의 기업결합을 한 자에 대하여는 매 1일당 200만원의 범위안에서 이행강제금을 부과할 수 있다. <개정 2007.8.3>
The matters necessary for the imposition, payment, collection and refund of compulsory performance money shall be determined by Presidential Decree: Provided, That the compulsory performance money in arrears shall be collected in the same manner as dispositions of national taxes in arrears.|이행강제금의 부과·납부·징수·환급 등에 관하여 필요한 사항은 대통령령으로 정한다. 다만, 체납된 이행강제금은 국세체납처분의 예에 따라 이를 징수한다.
The Fair Trade Commission may entrust the Commissioner of the National Tax Service with the business on the collection of compulsory performance money or dispositions of compulsory performance money in arrears under paragraphs (1) and (2).|공정거래위원회는 제1항 및 제2항의 규정에 의한 이행강제금의 징수 또는 체납처분에 관한 업무를 국세청장에게 위임할 수 있다.
No company ordered to dispose of stocks pursuant to Article 16 (1) shall exercise voting rights to such stocks from the date of receiving such order. <Amended by Act No. 5335, Dec. 30, 1996; Act No. 8631, Aug. 3, 2007>|제16조(시정조치 등)제1항에 따른 주식처분명령을 받은 자는 그 명령을 받은 날부터 당해 주식에 대하여는 그 의결권을 행사할 수 없다. <개정 1996.12.30, 2007.8.3>
